,page_id,text,time,reactions,url
10,يوميات قذيفة هاون في دمشق ,الإمارات تمنح الفنان بسام كوسا الجنسية الإماراتية ليكون بذلك ثاني فنان سوري يحصل على الجنسية بعد ياسر العظمة.,ساعة واحدة,تفاعل ‏٦٫٣ ألف‏ من الأشخاص مع هذا المنشور;تفاعل ‏٦ آلاف‏ من الأشخاص مع ‏أعجبني‏;تفاعل ‏٢٠٩‏ من الأشخاص مع ‏أحببته‏;تفاعل ‏٥٠‏ من الأشخاص مع ‏هاهاها‏;تفاعل ‏٢٣‏ من الأشخاص مع ‏واااو‏;تفاعل ‏١٧‏ من الأشخاص مع ‏أدعمه‏;تفاعل ‏٣‏ من الأشخاص مع ‏أغضبني‏;تفاعل ‏٢‏ من الأشخاص مع ‏أحزنني‏,https://m.facebook.com/story.php?story_fbid=325049045852009&id=100050407483221&anchor_composer=false
11,يوميات قذيفة هاون في دمشق ,أكثر من 10 آلاف دولار أمريكي مزورة في دمشق.. المروّج في قبضة العدالة,١٢ ساعة,تفاعل ‏١٫٨ ألف‏ من الأشخاص مع هذا المنشور;تفاعل ‏١٫٨ ألف‏ من الأشخاص مع ‏أعجبني‏;تفاعل ‏١٤‏ من الأشخاص مع ‏هاهاها‏;تفاعل ‏١٠‏ من الأشخاص مع ‏واااو‏;تفاعل ‏٤‏ من الأشخاص مع ‏أحببته‏;تفاعل ‏٢‏ من الأشخاص مع ‏أغضبني‏;تفاعل شخص واحد مع ‏أدعمه‏,https://m.facebook.com/story.php?story_fbid=324811105875803&id=100050407483221&anchor_composer=false
12,يوميات قذيفة هاون في دمشق ,وزير الموارد المائية: سوريا بلد جاف,١٣ ساعة,تفاعل ‏٣٫٦ ألف‏ من الأشخاص مع هذا المنشور;تفاعل ‏٣ آلاف‏ من الأشخاص مع ‏أعجبني‏;تفاعل ‏٤٤٣‏ من الأشخاص مع ‏هاهاها‏;تفاعل ‏٦٦‏ من الأشخاص مع ‏أحزنني‏;تفاعل ‏٦٣‏ من الأشخاص مع ‏واااو‏;تفاعل ‏٢١‏ من الأشخاص مع ‏أغضبني‏;تفاعل ‏٧‏ من الأشخاص مع ‏أحببته‏;تفاعل ‏٢‏ من الأشخاص مع ‏أدعمه‏,https://m.facebook.com/story.php?story_fbid=324794072544173&id=100050407483221&anchor_composer=false
13,يوميات قذيفة هاون في دمشق ,السياحة السعودية تتعهد بتقديم التسهيلات للرحلات إلى سوريا,١٣ ساعة,تفاعل ‏٩٫٦ ألف‏ من الأشخاص مع هذا المنشور;تفاعل ‏٩٫٤ ألف‏ من الأشخاص مع ‏أعجبني‏;تفاعل ‏١٢٥‏ من الأشخاص مع ‏أحببته‏;تفاعل ‏٧٥‏ من الأشخاص مع ‏هاهاها‏;تفاعل ‏٢٧‏ من الأشخاص مع ‏واااو‏;تفاعل ‏٢٠‏ من الأشخاص مع ‏أدعمه‏;تفاعل ‏٢‏ من الأشخاص مع ‏أحزنني‏;تفاعل شخص واحد مع ‏أغضبني‏,https://m.facebook.com/story.php?story_fbid=324778932545687&id=100050407483221&anchor_composer=false
14,يوميات قذيفة هاون في دمشق ,"الهندسة:كهربا أو ميكانيك
واللي بقول غير هيك اكيد
....مدني 😁👌🏻
https://www.facebook.com/hvacsyria/",١٤ ساعة,تفاعل ‏١٫٦ ألف‏ من الأشخاص مع هذا المنشور;تفاعل ‏١٫٦ ألف‏ من الأشخاص مع ‏أعجبني‏;تفاعل ‏٢٤‏ من الأشخاص مع ‏أحببته‏;تفاعل ‏١٠‏ من الأشخاص مع ‏هاهاها‏;تفاعل ‏٣‏ من الأشخاص مع ‏أدعمه‏,https://m.facebook.com/story.php?story_fbid=324760142547566&id=100050407483221&anchor_composer=false
15,يوميات قذيفة هاون في دمشق ,وزارة النفط: توزيع مازوت التدفئة مع بداية شهر تموز,١٤ ساعة,تفاعل ‏٣٫١ ألف‏ من الأشخاص مع هذا المنشور;تفاعل ‏٣ آلاف‏ من الأشخاص مع ‏أعجبني‏;تفاعل ‏٥٢‏ من الأشخاص مع ‏هاهاها‏;تفاعل ‏١٠‏ من الأشخاص مع ‏أحببته‏;تفاعل ‏١٠‏ من الأشخاص مع ‏واااو‏;تفاعل ‏٢‏ من الأشخاص مع ‏أدعمه‏,https://m.facebook.com/story.php?story_fbid=324753145881599&id=100050407483221&anchor_composer=false
16,يوميات قذيفة هاون في دمشق ,"(مظلومين وما إلنا حقوق، لا بالمواصلات ولا بفرص العمل)
شاب سوري، من ذوي الإعاقة، يروي معاناته في المجتمع السوري
""مظلومين وما إلنا حقوق، لا بالمواصلات ولا بفرص العمل""
شاب سوري من ذوي الإعاقة (ذوي الهمم) يروي معاناته في المجتمع السوري",١٤ ساعة,تفاعل ‏٢ ألف‏ من الأشخاص مع هذا المنشور;تفاعل ‏١٫٨ ألف‏ من الأشخاص مع ‏أعجبني‏;تفاعل ‏١٨٤‏ من الأشخاص مع ‏أحزنني‏;تفاعل ‏٢٧‏ من الأشخاص مع ‏أحببته‏;تفاعل ‏١٠‏ من الأشخاص مع ‏أدعمه‏;تفاعل ‏٤‏ من الأشخاص مع ‏هاهاها‏;تفاعل ‏٢‏ من الأشخاص مع ‏أغضبني‏,https://m.facebook.com/story.php?story_fbid=324745649215682&id=100050407483221&anchor_composer=false
17,يوميات قذيفة هاون في دمشق ,جامعة دمشق تستخدم آلية جديدة لتزيد من إيرادات استثماراتها,١٥ ساعة,تفاعل ‏١٫٢ ألف‏ من الأشخاص مع هذا المنشور;تفاعل ‏١٫٢ ألف‏ من الأشخاص مع ‏أعجبني‏;تفاعل ‏١٣‏ من الأشخاص مع ‏هاهاها‏;تفاعل شخص واحد مع ‏واااو‏;تفاعل شخص واحد مع ‏أغضبني‏,https://m.facebook.com/story.php?story_fbid=324740235882890&id=100050407483221&anchor_composer=false
18,يوميات قذيفة هاون في دمشق ,السفارة السورية ببيروت تدفع تعويضات لمتضرري اعتداءات الانتخابات الرئاسية,١٦ ساعة,تفاعل ‏٦٫٤ ألف‏ من الأشخاص مع هذا المنشور;تفاعل ‏٦٫٢ ألف‏ من الأشخاص مع ‏أعجبني‏;تفاعل ‏١٦٤‏ من الأشخاص مع ‏هاهاها‏;تفاعل ‏٤١‏ من الأشخاص مع ‏أحببته‏;تفاعل ‏١٠‏ من الأشخاص مع ‏أدعمه‏;تفاعل ‏٥‏ من الأشخاص مع ‏واااو‏;تفاعل ‏٣‏ من الأشخاص مع ‏أحزنني‏,https://m.facebook.com/story.php?story_fbid=324698849220362&id=100050407483221&anchor_composer=false
19,يوميات قذيفة هاون في دمشق ,"هل فاتتك دراسة الإخراج في جامعة مرموقة؟
لا تقلق، لم يفت الآوان بعد.
لديك الآن فرصة ذهبية للدراسة في دبلوم الإخراج السينمائي والتلفزيوني الذي تقدمه الأكاديمية السورية الدولية بالتعاون مع المؤسسة العامة للإنتاج التلفزيوني والإذاعي.

للمزيد من التفاصيل حول محتوى الدبلوم والتسجيل يمكنكم زيارة الصفحة الرسمية على فيسبوك :
https://www.facebook.com/SIA.official/
_________________________",١٦ ساعة,تفاعل ‏١٫٢ ألف‏ من الأشخاص مع هذا المنشور;تفاعل ‏١٫٢ ألف‏ من الأشخاص مع ‏أعجبني‏;تفاعل ‏٥‏ من الأشخاص مع ‏هاهاها‏;تفاعل شخص واحد مع ‏أحببته‏;تفاعل شخص واحد مع ‏أغضبني‏,https://m.facebook.com/story.php?story_fbid=324661845890729&id=100050407483221&anchor_composer=false
20,يوميات قذيفة هاون في دمشق ,جامعة بريطانية تدرب بدمشق مهندسين سوريين على المحاسبة المائية … وزير الموارد المائية: نحن بلد شبه جاف والمستهلك الأكبر للمياه الزراعية,١٧ ساعة,تفاعل ‏٥٫٩ ألف‏ من الأشخاص مع هذا المنشور;تفاعل ‏٥٫٨ ألف‏ من الأشخاص مع ‏أعجبني‏;تفاعل ‏٢٢‏ من الأشخاص مع ‏هاهاها‏;تفاعل ‏١٤‏ من الأشخاص مع ‏أحببته‏;تفاعل ‏٩‏ من الأشخاص مع ‏واااو‏;تفاعل ‏٢‏ من الأشخاص مع ‏أحزنني‏;تفاعل شخص واحد مع ‏أدعمه‏;تفاعل شخص واحد مع ‏أغضبني‏,https://m.facebook.com/story.php?story_fbid=324630389227208&id=100050407483221&anchor_composer=false
21,يوميات قذيفة هاون في دمشق ,"أفراح بلدنا لسا ما خلصت والاحتفالات لسا مستمرة 🇸🇾💪🏻
لاقونا اليوم مساءاً بقلعة دمشق مع مجموعة رائعة من أهم موسيقيين سوريا بقياة المايسترو المبدع #ميساك_باغبودريان والفرقة الموسيقية الوطنية وفرقة موسيقى الجيش بحضور عازفين سوريين عالميين.
موعدنا الساعة ٩ مساءً
#قلعة_دمشق ، #الدعوة_عامة
#بسواعدنا_عمرانة",١٨ ساعة,تفاعل ‏٨٫٩ ألف‏ من الأشخاص مع هذا المنشور;تفاعل ‏٧٫٦ ألف‏ من الأشخاص مع ‏أعجبني‏;تفاعل ‏١ ألف‏ من الأشخاص مع ‏هاهاها‏;تفاعل ‏٢٠١‏ من الأشخاص مع ‏أحببته‏;تفاعل ‏٢٠‏ من الأشخاص مع ‏أدعمه‏;تفاعل ‏١٥‏ من الأشخاص مع ‏واااو‏;تفاعل ‏١٤‏ من الأشخاص مع ‏أغضبني‏;تفاعل ‏٦‏ من الأشخاص مع ‏أحزنني‏,https://m.facebook.com/story.php?story_fbid=324595789230668&id=100050407483221&anchor_composer=false
22,يوميات قذيفة هاون في دمشق ,لم يصدر أي قرار جديد بالتمديد … 80 بالمئة نسبة تنفيذ توزيع المواد المقننة في معظم المحافظات,١٩ ساعة,تفاعل ‏٨٫٨ ألف‏ من الأشخاص مع هذا المنشور;تفاعل ‏٨٫٧ ألف‏ من الأشخاص مع ‏أعجبني‏;تفاعل ‏٣٣‏ من الأشخاص مع ‏هاهاها‏;تفاعل ‏٢٥‏ من الأشخاص مع ‏أحببته‏;تفاعل ‏٢٤‏ من الأشخاص مع ‏أغضبني‏;تفاعل ‏٩‏ من الأشخاص مع ‏واااو‏;تفاعل ‏٨‏ من الأشخاص مع ‏أحزنني‏;تفاعل ‏٣‏ من الأشخاص مع ‏أدعمه‏,https://m.facebook.com/story.php?story_fbid=324587662564814&id=100050407483221&anchor_composer=false
23,يوميات قذيفة هاون في دمشق ,"بهدف إزالة أي تشابه بالأسماء و وضع حد نهائي لحالة (خلاف المقصود) لا سيما لدى المدعين والمدعى عليهم والموقوفين والمحكومين، أصدر وزير العدل القاضي أحمد السيد تعميماً على السادة القضاة وكافة المساعدين العدليين لدى الدوائر القضائية باستيفاء كافة البيانات الشخصية وبشكل خاص الرقم الوطني.
وذلك استناداً لأحكام المادة /١٢/ من قانون الأحوال المدنية رقم /١٣/ تاريخ ٢٠٢١/٣/٢٥ التي نصت على منح المواطن بمجرد تسجيله في السجل المدني رقماً وطنياً خاصاً به ويتميز هذا الرقم بأنه وحيد ودائم وتلتزم جميع الجهات الرسمية باستخدام هذا الرقم وتثبيته في سائر المعاملات والسجلات لديها والوثائق الخاصة بهذا المواطن.
وأكد التعميم على إدارة التفتيش القضائي والمحامين العامين مراقبة حسن التطبيق وإعلام وزارة العدل عن أية مخالفة.",١٩ ساعة,تفاعل ‏١٩ ألف‏ من الأشخاص مع هذا المنشور;تفاعل ‏١٨ ألف‏ من الأشخاص مع ‏أعجبني‏;تفاعل ‏١٦٦‏ من الأشخاص مع ‏أحببته‏;تفاعل ‏٨٧‏ من الأشخاص مع ‏هاهاها‏;تفاعل ‏٣٥‏ من الأشخاص مع ‏أدعمه‏;تفاعل ‏١١‏ من الأشخاص مع ‏واااو‏;تفاعل ‏٢‏ من الأشخاص مع ‏أغضبني‏;تفاعل شخص واحد مع ‏أحزنني‏,https://m.facebook.com/story.php?story_fbid=324586155898298&id=100050407483221&anchor_composer=false
24,يوميات قذيفة هاون في دمشق ,وزارة النفط: توزيع مازوت التدفئة مع بداية شهر تموز,٢٢ ساعة,تفاعل ‏١٦ ألف‏ من الأشخاص مع هذا المنشور;تفاعل ‏١٤ ألف‏ من الأشخاص مع ‏أعجبني‏;تفاعل ‏١٫١ ألف‏ من الأشخاص مع ‏هاهاها‏;تفاعل ‏٦٢‏ من الأشخاص مع ‏واااو‏;تفاعل ‏٥٣‏ من الأشخاص مع ‏أحببته‏;تفاعل ‏٢١‏ من الأشخاص مع ‏أدعمه‏;تفاعل ‏١٨‏ من الأشخاص مع ‏أغضبني‏;تفاعل ‏٥‏ من الأشخاص مع ‏أحزنني‏,https://m.facebook.com/story.php?story_fbid=324479139242333&id=100050407483221&anchor_composer=false
25,يوميات قذيفة هاون في دمشق ,سنقر: قيد الدراسة مشروع قانون للطفل وللأسرة السورية … وزيرة الشؤون الاجتماعية : غرامة 500 ألف ليرة بحق من يقدم نرجيلة لمن تحت الـ18 سنة,٢٣ ساعة,تفاعل ‏١٠ ألف‏ من الأشخاص مع هذا المنشور;تفاعل ‏٩ آلاف‏ من الأشخاص مع ‏أعجبني‏;تفاعل ‏٨٠٥‏ من الأشخاص مع ‏هاهاها‏;تفاعل ‏١٤٨‏ من الأشخاص مع ‏أحببته‏;تفاعل ‏٥٩‏ من الأشخاص مع ‏أدعمه‏;تفاعل ‏٥١‏ من الأشخاص مع ‏واااو‏;تفاعل ‏٤‏ من الأشخاص مع ‏أغضبني‏;تفاعل ‏٣‏ من الأشخاص مع ‏أحزنني‏,https://m.facebook.com/story.php?story_fbid=324441299246117&id=100050407483221&anchor_composer=false
26,يوميات قذيفة هاون في دمشق ,وزارة التجارة تحذر من دخول 40 طناً من الأسماك اللبنانية النافقة إلى الأسواق المحلية,أمس الساعة ١٠:٢٨ ص,تفاعل ‏٩ آلاف‏ من الأشخاص مع هذا المنشور;تفاعل ‏٨٫٦ ألف‏ من الأشخاص مع ‏أعجبني‏;تفاعل ‏١٠٤‏ من الأشخاص مع ‏واااو‏;تفاعل ‏٩٩‏ من الأشخاص مع ‏هاهاها‏;تفاعل ‏٨١‏ من الأشخاص مع ‏أغضبني‏;تفاعل ‏٢٣‏ من الأشخاص مع ‏أحببته‏;تفاعل ‏١٩‏ من الأشخاص مع ‏أحزنني‏;تفاعل ‏٦‏ من الأشخاص مع ‏أدعمه‏,https://m.facebook.com/story.php?story_fbid=324411359249111&id=100050407483221&anchor_composer=false
27,يوميات قذيفة هاون في دمشق ,"هكذا ضمنت سوريا تأهلها لكأس آسيا والدور الحاسم "" بالأرقام""",٥ يونيو، الساعة ١٠:٠٠ م,تفاعل ‏٢٫٢ ألف‏ من الأشخاص مع هذا المنشور;تفاعل ‏٢٫١ ألف‏ من الأشخاص مع ‏أعجبني‏;تفاعل ‏١٧‏ من الأشخاص مع ‏أحببته‏;تفاعل ‏٨‏ من الأشخاص مع ‏هاهاها‏;تفاعل ‏٤‏ من الأشخاص مع ‏أدعمه‏;تفاعل شخص واحد مع ‏واااو‏;تفاعل شخص واحد مع ‏أغضبني‏,https://m.facebook.com/story.php?story_fbid=324111195945794&id=100050407483221&anchor_composer=false
28,يوميات قذيفة هاون في دمشق ,روسيا تعلن عن منح قرض لسوريا لتمويل شراء الحبوب,٥ يونيو، الساعة ٩:٠٠ م,تفاعل ‏٥٫٦ ألف‏ من الأشخاص مع هذا المنشور;تفاعل ‏٥٫٤ ألف‏ من الأشخاص مع ‏أعجبني‏;تفاعل ‏١٦٩‏ من الأشخاص مع ‏هاهاها‏;تفاعل ‏٢٣‏ من الأشخاص مع ‏أحببته‏;تفاعل ‏٢٢‏ من الأشخاص مع ‏أحزنني‏;تفاعل ‏١٨‏ من الأشخاص مع ‏واااو‏;تفاعل ‏٦‏ من الأشخاص مع ‏أدعمه‏;تفاعل ‏٥‏ من الأشخاص مع ‏أغضبني‏,https://m.facebook.com/story.php?story_fbid=324081959282051&id=100050407483221&anchor_composer=false
29,يوميات قذيفة هاون في دمشق ,اعتباراً من مطلع شهر تموز القادم.. مصرف لبنان يلزم البنوك بصرف 400 دولار للعملاء شهرياً,٥ يونيو، الساعة ٨:٣٠ م,تفاعل ‏٢٫٧ ألف‏ من الأشخاص مع هذا المنشور;تفاعل ‏٢٫٧ ألف‏ من الأشخاص مع ‏أعجبني‏;تفاعل ‏٢٤‏ من الأشخاص مع ‏هاهاها‏;تفاعل ‏٨‏ من الأشخاص مع ‏أحببته‏;تفاعل ‏٢‏ من الأشخاص مع ‏أدعمه‏;تفاعل شخص واحد مع ‏واااو‏,https://m.facebook.com/story.php?story_fbid=324068502616730&id=100050407483221&anchor_composer=false
30,يوميات قذيفة هاون في دمشق ,السورية للاتصالات: عودة 4 دارات إنترنت إلى الخدمة,٥ يونيو، الساعة ٨:٠٠ م,تفاعل ‏٣٫٥ ألف‏ من الأشخاص مع هذا المنشور;تفاعل ‏٣٫٥ ألف‏ من الأشخاص مع ‏أعجبني‏;تفاعل ‏٣٢‏ من الأشخاص مع ‏هاهاها‏;تفاعل ‏٨‏ من الأشخاص مع ‏أحببته‏;تفاعل ‏٥‏ من الأشخاص مع ‏واااو‏;تفاعل ‏٢‏ من الأشخاص مع ‏أدعمه‏,https://m.facebook.com/story.php?story_fbid=324053302618250&id=100050407483221&anchor_composer=false
31,يوميات قذيفة هاون في دمشق ,توقيف مجموعة مؤلفة من (12) شخص من المطلوبين بجـ.ـرائم السرقة والسـ.ـلب وإطلاق النـ.ـار في طرطوس ومصادرة أسلـ.ـحة كانت بحوزتهم,٥ يونيو، الساعة ٧:٣٠ م,تفاعل ‏٣٫٢ ألف‏ من الأشخاص مع هذا المنشور;تفاعل ‏٣٫١ ألف‏ من الأشخاص مع ‏أعجبني‏;تفاعل ‏١٠‏ من الأشخاص مع ‏أحببته‏;تفاعل ‏٩‏ من الأشخاص مع ‏هاهاها‏;تفاعل ‏٤‏ من الأشخاص مع ‏أدعمه‏;تفاعل ‏٤‏ من الأشخاص مع ‏أغضبني‏;تفاعل ‏٣‏ من الأشخاص مع ‏واااو‏;تفاعل شخص واحد مع ‏أحزنني‏,https://m.facebook.com/story.php?story_fbid=324036362619944&id=100050407483221&anchor_composer=false
32,يوميات قذيفة هاون في دمشق ,الأرصاد: الحرارة حول معدلاتها والجو مائل للبرودة ليلا,٥ يونيو، الساعة ٧:٠٠ م,تفاعل ‏٧٫٢ ألف‏ من الأشخاص مع هذا المنشور;تفاعل ‏٧٫٢ ألف‏ من الأشخاص مع ‏أعجبني‏;تفاعل ‏٣٧‏ من الأشخاص مع ‏أحببته‏;تفاعل ‏٥‏ من الأشخاص مع ‏أدعمه‏;تفاعل ‏٤‏ من الأشخاص مع ‏هاهاها‏;تفاعل شخص واحد مع ‏واااو‏,https://m.facebook.com/story.php?story_fbid=324019895954924&id=100050407483221&anchor_composer=false
33,يوميات قذيفة هاون في دمشق ,قسم شرطة القدم بدمشق يلقي القبض على عصابة قامت بأكثر من 80 عملية سرقة,٥ يونيو، الساعة ١١:٠٣ ص,تفاعل ‏١٤ ألف‏ من الأشخاص مع هذا المنشور;تفاعل ‏١٤ ألف‏ من الأشخاص مع ‏أعجبني‏;تفاعل ‏٦٥‏ من الأشخاص مع ‏أحببته‏;تفاعل ‏٥٣‏ من الأشخاص مع ‏هاهاها‏;تفاعل ‏٤٦‏ من الأشخاص مع ‏واااو‏;تفاعل ‏١٤‏ من الأشخاص مع ‏أدعمه‏;تفاعل ‏٩‏ من الأشخاص مع ‏أحزنني‏;تفاعل ‏٨‏ من الأشخاص مع ‏أغضبني‏,https://m.facebook.com/story.php?story_fbid=323776319312615&id=100050407483221&anchor_composer=false
34,يوميات قذيفة هاون في دمشق ,منتخبنا الوطني يضمن تأهله إلى الدور الحاسم من تصفيات كأس العالم 2022 ونهائيات كأس آسيا 2023,٥ يونيو، الساعة ١٠:٣٢ ص,تفاعل ‏٨٫٦ ألف‏ من الأشخاص مع هذا المنشور;تفاعل ‏٨٫٤ ألف‏ من الأشخاص مع ‏أعجبني‏;تفاعل ‏١٤٠‏ من الأشخاص مع ‏أحببته‏;تفاعل ‏٧٧‏ من الأشخاص مع ‏هاهاها‏;تفاعل ‏١٨‏ من الأشخاص مع ‏أدعمه‏;تفاعل ‏٦‏ من الأشخاص مع ‏واااو‏,https://m.facebook.com/story.php?story_fbid=323763355980578&id=100050407483221&anchor_composer=false
35,يوميات قذيفة هاون في دمشق ,"جولة صباحية في العاصمة دمشق منذ قليل
عدسة: Anas Alaswad",٥ يونيو، الساعة ٨:١٨ ص,تفاعل ‏٢٦ ألف‏ من الأشخاص مع هذا المنشور;تفاعل ‏٢٢ ألف‏ من الأشخاص مع ‏أعجبني‏;تفاعل ‏٣٫١ ألف‏ من الأشخاص مع ‏أحببته‏;تفاعل ‏٢٣٠‏ من الأشخاص مع ‏أدعمه‏;تفاعل ‏٨٨‏ من الأشخاص مع ‏أحزنني‏;تفاعل ‏٥٥‏ من الأشخاص مع ‏هاهاها‏;تفاعل ‏١١‏ من الأشخاص مع ‏واااو‏;تفاعل ‏٦‏ من الأشخاص مع ‏أغضبني‏,https://m.facebook.com/story.php?story_fbid=323706985986215&id=100050407483221&anchor_composer=false
